"Código","Escala_Cog.","Escala_Mot.","Escala_Dis.","Edad_Mes","Región","Área","Modalidad","Departamento","Quintil","Inst_Mat.","Inst_Pat.","Inst_Pre_N3"
2980,88,32,23,63,"Costa","Urbana","Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2981,115,30,25,72,"Costa","Urbana","Jardín","Lima Met.","5","Superior universitario completo","Superior universitario incompleto","Sí"
2982,144,32,21,67,"Costa","Urbana","Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","NS/NR"
2983,116,32,25,54,"Costa","Urbana","Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2984,112,29,19,70,"Costa","Urbana","Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2985,109,28,20,71,"Costa","Urbana","Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2986,125,30,23,62,"Costa","Urbana","Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","No"
2987,93,34,30,74,"Costa","Urbana","Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2988,85,19,18,55,"Costa","Urbana","Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2989,85,20,17,76,"Costa","Urbana","Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2990,155,36,31,71,"Costa","Urbana","Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2991,152,36,31,76,"Costa","Urbana","Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
3185,129,28,36,50,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","NS/NR"
3208,93,30,24,58,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Superior técnico completo","No"
3209,120,31,25,64,"Costa","Urbana","Jardín","Lima Met.","4","Superior universitario completo","Superior universitario completo","Sí"
3241,103,30,26,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3298,145,31,28,66,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3306,96,24,24,66,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3308,132,29,34,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3336,156,35,30,75,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
3343,79,15,22,66,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria incompleto","No"
3388,102,32,33,57,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
3409,109,30,24,74,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3436,125,32,29,62,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Secundaria completo","No"
3454,92,30,24,52,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
3461,73,29,24,61,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
3519,143,32,30,60,"Costa","Urbana","Jardín","Lima Met.","5","Secundaria completo","Secundaria incompleto","Sí"
2620,87,24,24,66,"Costa","Urbana","Cuna-Jardín","Lima Met.","4","Posgrado (maestría, doctorado)","Superior universitario completo","No"
2627,134,33,33,59,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","Sí"
2630,126,30,33,61,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Posgrado (maestría, doctorado)","No"
2633,130,32,31,58,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2637,113,28,26,54,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2640,129,30,34,58,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2645,129,28,30,55,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Superior universitario completo","Sí"
2651,112,27,25,58,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2652,107,30,26,61,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2655,121,27,31,60,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2669,120,29,31,64,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2670,105,26,29,56,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","No"
2673,149,35,32,76,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","No"
2685,101,29,26,63,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2686,117,29,31,58,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2687,113,23,28,54,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","Sí"
2688,108,31,32,55,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","No"
2689,121,28,29,62,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","No"
2690,139,25,33,62,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2691,121,28,30,63,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","No"
2692,131,34,35,64,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","No"
2693,96,22,28,58,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","No"
2694,112,28,27,58,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","Sí"
2695,117,30,30,62,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","No"
2696,139,23,32,62,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","No"
2697,88,26,23,54,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2700,130,28,35,64,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","No"
2702,116,26,27,71,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2703,105,33,31,61,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","No"
2706,107,29,32,53,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2708,128,32,34,63,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","No"
2711,123,25,31,54,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","Sí"
2712,122,32,33,61,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","No"
2714,136,29,33,70,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","No"
2715,103,24,24,56,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2718,114,31,25,63,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2720,125,33,33,59,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","No"
2721,83,22,19,61,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2724,120,29,25,53,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2725,110,31,28,61,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2730,121,29,27,64,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2734,114,28,29,54,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Superior universitario completo","Sí"
2735,140,31,34,62,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","Sí"
2740,101,21,23,54,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Posgrado (maestría, doctorado)","Sí"
2741,136,35,33,58,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2742,111,30,27,55,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2744,142,34,32,59,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","Sí"
2745,131,28,33,58,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","No"
2747,98,24,27,47,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2750,132,33,36,57,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2752,111,31,28,59,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2755,95,23,27,55,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2757,86,20,18,55,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Superior universitario completo","Sí"
2759,76,20,18,54,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2764,117,30,30,55,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","Sí"
2765,120,32,30,59,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","Sí"
2767,143,32,29,71,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Superior universitario completo","No"
2774,115,27,32,63,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2775,78,28,27,58,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2777,114,29,28,62,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","Sí"
2778,97,25,28,58,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","Sí"
2780,120,27,30,60,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
2783,110,28,31,56,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Posgrado (maestría, doctorado)","Posgrado (maestría, doctorado)","Sí"
2785,125,25,31,64,"Costa","Urbana","Cuna-Jardín","Lima Met.","5","Superior universitario completo","Superior universitario completo","Sí"
3252,107,33,25,69,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3258,87,30,22,71,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3284,93,28,23,68,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3290,73,24,19,65,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","Sí"
1072,146,36,34,70,"Selva","Rural","Jardín","Loreto","5","Secundaria completo","Secundaria completo","No"
939,143,30,30,58,"Sierra","Rural","Jardín","Cusco","1","Secundaria completo","Secundaria completo","No"
940,145,31,30,57,"Sierra","Rural","Jardín","Cusco","1","Secundaria completo","Secundaria completo","No"
3330,98,31,22,64,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Secundaria completo","NS/NR"
3446,86,27,19,64,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
2115,50,22,13,65,"Selva","Rural","Jardín","Loreto","1","Secundaria incompleto","Secundaria incompleto","No"
2117,59,23,24,64,"Selva","Rural","Jardín","Loreto","1","Secundaria incompleto","Primaria completo","No"
534,49,14,19,57,"Sierra","Rural","Jardín","Cusco","3","Superior universitario completo","Superior universitario completo","NS/NR"
540,71,23,23,57,"Sierra","Rural","Jardín","Cusco","3","Secundaria completo","Secundaria completo","Sí"
287,66,23,28,73,"Selva","Rural","Jardín","Cusco","4","Superior técnico incompleto","Superior técnico incompleto","No"
288,83,25,28,66,"Selva","Rural","Jardín","Cusco","4","Superior técnico incompleto","Secundaria completo","No"
1095,57,20,15,72,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior universitario completo","Superior universitario incompleto","Sí"
217,91,27,26,62,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Superior técnico completo","No"
218,69,21,17,71,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Posgrado (maestría, doctorado)","No"
1094,55,18,13,72,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior universitario completo","Superior universitario completo","Sí"
1101,55,18,19,71,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior técnico incompleto","Superior técnico incompleto","Sí"
1104,51,18,16,71,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Secundaria completo","Secundaria completo","Sí"
1098,55,18,13,70,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Secundaria completo","Secundaria incompleto","Sí"
1096,71,19,18,69,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior técnico incompleto","Superior técnico incompleto","Sí"
1092,65,21,15,69,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior técnico incompleto","Superior universitario incompleto","Sí"
103,48,16,16,68,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Secundaria completo","Superior técnico incompleto","Sí"
3367,145,36,31,72,"Costa","Urbana","Jardín","Lima Met.","4","Superior universitario completo","Superior técnico completo","No"
3369,130,33,32,72,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
1099,52,18,15,68,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Secundaria completo","Secundaria completo","Sí"
108,40,14,13,69,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior universitario completo","Superior universitario completo","Sí"
1103,48,18,11,69,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior universitario completo","Superior universitario completo","Sí"
104,60,13,15,66,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior universitario completo","Superior técnico completo","Sí"
1093,56,15,16,66,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Secundaria completo","Secundaria completo","NS/NR"
106,45,13,13,67,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior universitario incompleto","Superior técnico completo","Sí"
1380,98,27,25,61,"Selva","Urbana","Jardín","Cusco","3","Superior universitario incompleto","Superior técnico completo","NS/NR"
1381,98,26,25,63,"Selva","Urbana","Jardín","Cusco","3","Superior técnico completo","Superior técnico completo","NS/NR"
3171,94,28,21,71,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Superior técnico completo","No"
3173,111,31,24,65,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Superior técnico completo","No"
1091,52,17,13,63,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior técnico incompleto","Superior universitario incompleto","Sí"
3423,123,32,28,66,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3427,87,27,25,66,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
1396,78,19,21,61,"Selva","Urbana","Jardín","Cusco","3","Primaria incompleto","Secundaria completo","NS/NR"
1447,67,17,19,66,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","No"
837,56,25,26,63,"Costa","Urbana","Jardín","Piura","4","Primaria completo","Secundaria incompleto","No"
2242,88,24,16,61,"Costa","Urbana","Jardín","Piura","3","Primaria incompleto","Primaria incompleto","No"
910,42,14,15,48,"Sierra","Rural","Jardín","Cusco","2","Secundaria incompleto","Primaria incompleto","NS/NR"
911,39,17,19,46,"Sierra","Rural","Jardín","Cusco","2","Secundaria incompleto","Primaria incompleto","Sí"
800,70,21,21,57,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Secundaria completo","Secundaria incompleto","No"
801,75,22,21,55,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Secundaria incompleto","Secundaria completo","No"
2198,117,35,34,59,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Secundaria completo","No"
2199,87,30,34,58,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Secundaria completo","No"
3374,75,24,21,60,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
2282,97,22,28,58,"Costa","Urbana","Jardín","Piura","5","Superior técnico completo","Superior universitario completo","Sí"
2283,116,27,30,61,"Costa","Urbana","Jardín","Piura","5","Superior técnico completo","Superior técnico completo","Sí"
17,53,21,23,56,"Sierra","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria completo","No"
167,80,19,20,56,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
168,79,21,26,60,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
1057,90,22,23,54,"Selva","Rural","Jardín","Cusco","4","Superior universitario completo","Superior universitario completo","NS/NR"
1058,70,21,20,54,"Selva","Rural","Jardín","Cusco","4","Superior universitario completo","Superior universitario completo","NS/NR"
1842,117,32,28,55,"Selva","Rural","Jardín","Loreto","3","Primaria completo","Primaria completo","No"
1066,58,16,22,54,"Costa","Urbana","Jardín","Piura","4","Secundaria completo","Secundaria completo","No"
1841,116,31,28,52,"Selva","Rural","Jardín","Loreto","3","Secundaria completo","Secundaria completo","No"
1837,104,32,29,50,"Selva","Rural","Jardín","Loreto","3","Primaria completo","Primaria completo","No"
2188,63,21,23,54,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Secundaria completo","Sí"
150,83,22,23,63,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
153,82,21,26,60,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
152,80,21,21,58,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
148,61,20,20,51,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
151,71,17,18,51,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
3162,119,34,32,74,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria incompleto","Secundaria incompleto","NS/NR"
149,95,29,26,52,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
847,103,33,31,62,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","Sí"
3458,116,34,31,64,"Costa","Urbana","Jardín","Lima Met.","4","Superior universitario completo","Superior técnico completo","No"
1282,67,22,23,60,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria incompleto","No"
3204,75,33,23,56,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
1436,62,21,19,67,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","No"
2572,124,29,28,60,"Selva","Rural","Jardín","Loreto","4","Primaria completo","Primaria completo","No"
3401,68,26,17,57,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria incompleto","No"
891,78,27,24,70,"Sierra","Rural","Jardín","Cusco","2","Primaria incompleto","Primaria incompleto","No"
2353,98,35,31,71,"Costa","Urbana","Jardín","Piura","3","Primaria completo","Primaria completo","No"
1435,67,24,23,68,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","No"
1437,71,14,22,65,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria incompleto","No"
1697,90,18,19,54,"Selva","Urbana","Jardín","Cusco","3","Superior técnico completo","Superior universitario completo","Sí"
1438,67,25,19,61,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","No"
1991,83,22,21,72,"Sierra","Rural","Jardín","Cusco","2","Inicial","Primaria incompleto","Sí"
1992,96,24,24,72,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria completo","Sí"
1993,92,22,21,61,"Sierra","Rural","Jardín","Cusco","2","Primaria incompleto","Secundaria incompleto","Sí"
1987,71,26,26,57,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria completo","Sí"
1986,69,23,23,57,"Sierra","Rural","Jardín","Cusco","2","Primaria incompleto","Secundaria incompleto","Sí"
2121,74,24,23,63,"Selva","Rural","Jardín","Loreto","1","Secundaria incompleto","Primaria completo","No"
1974,133,36,23,66,"Selva","Rural","Jardín","Loreto","1","Primaria incompleto","Primaria incompleto","Sí"
2119,77,27,26,65,"Selva","Rural","Jardín","Loreto","1","Secundaria incompleto","Secundaria incompleto","No"
1972,129,36,27,63,"Selva","Rural","Jardín","Loreto","1","Primaria incompleto","Primaria incompleto","No"
2122,59,22,19,63,"Selva","Rural","Jardín","Loreto","1","Secundaria incompleto","Secundaria completo","No"
2111,55,22,23,62,"Selva","Rural","Jardín","Loreto","1","Secundaria incompleto","Secundaria completo","No"
2113,69,23,24,63,"Selva","Rural","Jardín","Loreto","1","Secundaria completo","Secundaria completo","No"
2092,92,32,30,57,"Selva","Rural","Jardín","Loreto","1","Secundaria incompleto","Secundaria incompleto","Sí"
2112,72,25,23,64,"Selva","Rural","Jardín","Loreto","1","Secundaria incompleto","Secundaria incompleto","No"
1929,86,22,21,50,"Sierra","Rural","Jardín","Cusco","2","Primaria incompleto","Secundaria incompleto","NS/NR"
1970,78,27,25,60,"Selva","Rural","Jardín","Loreto","1","Primaria incompleto","Primaria incompleto","Sí"
1009,62,19,17,72,"Sierra","Rural","Jardín","Cusco","2","Primaria completo","Secundaria incompleto","Sí"
1003,59,19,17,71,"Sierra","Rural","Jardín","Cusco","2","Primaria incompleto","Primaria completo","Sí"
1006,51,17,18,69,"Sierra","Rural","Jardín","Cusco","2","Secundaria incompleto","Secundaria completo","Sí"
999,65,19,21,68,"Sierra","Rural","Jardín","Cusco","2","Primaria completo","Primaria completo","Sí"
1004,68,18,18,70,"Sierra","Rural","Jardín","Cusco","2","Secundaria incompleto","Superior técnico incompleto","Sí"
1005,68,22,19,67,"Sierra","Rural","Jardín","Cusco","2","Primaria completo","Secundaria incompleto","No"
1010,69,22,21,66,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Superior técnico incompleto","Sí"
1000,54,17,14,65,"Sierra","Rural","Jardín","Cusco","2","Secundaria incompleto","Secundaria incompleto","Sí"
1012,59,18,18,61,"Sierra","Rural","Jardín","Cusco","2","Primaria completo","Secundaria incompleto","Sí"
1928,84,18,21,60,"Sierra","Rural","Jardín","Cusco","2","Secundaria incompleto","Secundaria completo","Sí"
1931,97,28,28,57,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Superior universitario completo","NS/NR"
1933,88,26,16,56,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria completo","NS/NR"
2079,65,21,20,56,"Sierra","Rural","Jardín","Cusco","2","Primaria completo","Secundaria completo","NS/NR"
1935,92,22,25,54,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria completo","NS/NR"
2075,72,23,22,50,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria completo","NS/NR"
884,106,31,32,70,"Costa","Urbana","Jardín","Piura","4","Secundaria completo","Secundaria completo","No"
1290,49,22,19,55,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Ninguno","No"
1088,132,36,28,72,"Sierra","Urbana","Jardín","Piura","1","Secundaria completo","Ninguno","No"
781,92,22,24,69,"Selva","Urbana","Jardín","Loreto","3","Secundaria completo","Superior universitario completo","No"
2142,76,27,21,63,"Sierra","Rural","Jardín","Cusco","2","Secundaria incompleto","Secundaria incompleto","Sí"
1849,134,36,32,73,"Selva","Urbana","Jardín","Loreto","3","Primaria completo","Primaria completo","Sí"
1524,65,27,20,58,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria incompleto","No"
560,67,24,21,70,"Sierra","Rural","Jardín","Cusco","3","Secundaria completo","Secundaria completo","Sí"
578,74,21,23,68,"Sierra","Rural","Jardín","Cusco","3","Secundaria incompleto","Secundaria incompleto","Sí"
564,103,28,28,69,"Sierra","Rural","Jardín","Cusco","3","Superior universitario completo","Superior técnico completo","Sí"
577,72,21,23,67,"Sierra","Rural","Jardín","Cusco","3","Secundaria completo","Secundaria completo","Sí"
575,61,21,18,66,"Sierra","Rural","Jardín","Cusco","3","Secundaria completo","Secundaria completo","Sí"
558,53,21,16,62,"Sierra","Rural","Jardín","Cusco","3","Secundaria completo","Secundaria incompleto","Sí"
574,76,21,21,62,"Sierra","Rural","Jardín","Cusco","3","Secundaria incompleto","Secundaria incompleto","Sí"
565,96,24,27,61,"Sierra","Rural","Jardín","Cusco","3","Secundaria incompleto","Superior universitario completo","Sí"
1391,96,31,24,64,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","NS/NR"
3441,80,28,17,72,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3165,81,30,25,66,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria incompleto","Secundaria incompleto","NS/NR"
3499,105,36,24,64,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3170,69,22,22,62,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
1975,134,35,30,70,"Selva","Rural","Jardín","Loreto","1","Primaria incompleto","Primaria incompleto","Sí"
1973,122,33,26,68,"Selva","Rural","Jardín","Loreto","1","Primaria incompleto","Primaria incompleto","Sí"
1071,150,35,34,69,"Selva","Rural","Jardín","Loreto","5","Primaria completo","Secundaria completo","No"
2009,81,27,21,66,"Selva","Rural","Jardín","Loreto","1","Primaria incompleto","Primaria incompleto","No"
3431,113,30,26,62,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Superior técnico completo","NS/NR"
3226,109,30,19,62,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
1176,64,22,21,58,"Selva","Rural","Jardín","Loreto","5","Secundaria completo","Secundaria completo","NS/NR"
3207,100,32,25,61,"Costa","Urbana","Jardín","Lima Met.","4","Superior universitario incompleto","Superior técnico completo","Sí"
3234,81,25,22,61,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Superior técnico completo","No"
3472,108,25,24,59,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3495,76,22,21,58,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
